"Date","Price","Open","High","Low","Change %"
"Feb 23, 2022","0.8839","0.8829","0.8849","0.8803","0.12"
"Feb 22, 2022","0.8828","0.8840","0.8860","0.8797","-0.14"
"Feb 21, 2022","0.8840","0.8838","0.8845","0.8779","0.11"
"Feb 18, 2022","0.8830","0.8802","0.8838","0.8789","0.33"
"Feb 17, 2022","0.8801","0.8791","0.8832","0.8782","0.11"
"Feb 16, 2022","0.8791","0.8802","0.8815","0.8774","-0.14"
"Feb 15, 2022","0.8803","0.8845","0.8849","0.8796","-0.45"
"Feb 14, 2022","0.8843","0.8815","0.8866","0.8795","0.40"
"Feb 11, 2022","0.8808","0.8751","0.8827","0.8748","0.66"
"Feb 10, 2022","0.8750","0.8749","0.8791","0.8698","-0.02"
"Feb 09, 2022","0.8752","0.8759","0.8770","0.8735","-0.09"
"Feb 08, 2022","0.8760","0.8739","0.8776","0.8734","0.24"
"Feb 07, 2022","0.8739","0.8719","0.8761","0.8719","0.06"
"Feb 04, 2022","0.8734","0.8742","0.8763","0.8708","-0.07"
"Feb 03, 2022","0.8740","0.8845","0.8875","0.8732","-1.19"
"Feb 02, 2022","0.8845","0.8874","0.8876","0.8826","-0.29"
"Feb 01, 2022","0.8871","0.8902","0.8912","0.8866","-0.31"
"Jan 31, 2022","0.8899","0.8971","0.8978","0.8890","-0.80"
"Jan 28, 2022","0.8971","0.8971","0.8992","0.8949","0.00"
"Jan 27, 2022","0.8971","0.8896","0.8984","0.8893","0.84"
"Jan 26, 2022","0.8896","0.8849","0.8901","0.8841","0.55"
"Jan 25, 2022","0.8847","0.8831","0.8879","0.8826","0.22"
"Jan 24, 2022","0.8828","0.8816","0.8857","0.8813","0.15"
"Jan 21, 2022","0.8815","0.8840","0.8849","0.8802","-0.27"
"Jan 20, 2022","0.8839","0.8817","0.8848","0.8795","0.27"
"Jan 19, 2022","0.8815","0.8834","0.8835","0.8805","-0.14"
"Jan 18, 2022","0.8827","0.8766","0.8838","0.8755","0.73"
"Jan 17, 2022","0.8763","0.8762","0.8778","0.8745","0.06"
"Jan 14, 2022","0.8758","0.8729","0.8773","0.8708","0.34"
"Jan 13, 2022","0.8728","0.8738","0.8745","0.8709","-0.10"
"Jan 12, 2022","0.8737","0.8798","0.8808","0.8731","-0.68"
"Jan 11, 2022","0.8797","0.8830","0.8840","0.8791","-0.35"
"Jan 10, 2022","0.8828","0.8809","0.8862","0.8802","0.32"
"Jan 07, 2022","0.8800","0.8855","0.8858","0.8798","-0.60"
"Jan 06, 2022","0.8853","0.8838","0.8862","0.8824","0.19"
"Jan 05, 2022","0.8836","0.8860","0.8868","0.8813","-0.25"
"Jan 04, 2022","0.8858","0.8852","0.8872","0.8831","0.08"
"Jan 03, 2022","0.8851","0.8798","0.8866","0.8787","0.65"
"Dec 31, 2021","0.8794","0.8832","0.8848","0.8782","-0.40"
"Dec 30, 2021","0.8829","0.8810","0.8851","0.8802","0.23"
"Dec 29, 2021","0.8809","0.8842","0.8871","0.8795","-0.34"
"Dec 28, 2021","0.8839","0.8828","0.8858","0.8823","0.15"
"Dec 27, 2021","0.8826","0.8835","0.8848","0.8822","-0.08"
"Dec 24, 2021","0.8833","0.8827","0.8847","0.8815","0.08"
"Dec 23, 2021","0.8826","0.8830","0.8858","0.8816","-0.02"
"Dec 22, 2021","0.8828","0.8866","0.8878","0.8816","-0.36"
"Dec 21, 2021","0.8860","0.8867","0.8881","0.8847","-0.07"
"Dec 20, 2021","0.8866","0.8895","0.8902","0.8846","-0.33"
"Dec 17, 2021","0.8895","0.8826","0.8901","0.8811","0.79"
"Dec 16, 2021","0.8825","0.8860","0.8865","0.8802","-0.37"
"Dec 15, 2021","0.8858","0.8881","0.8911","0.8850","-0.25"
"Dec 14, 2021","0.8880","0.8862","0.8887","0.8829","0.21"
"Dec 13, 2021","0.8861","0.8837","0.8881","0.8834","0.26"
"Dec 10, 2021","0.8838","0.8855","0.8878","0.8830","-0.18"
"Dec 09, 2021","0.8854","0.8816","0.8867","0.8813","0.43"
"Dec 08, 2021","0.8816","0.8875","0.8878","0.8806","-0.65"
"Dec 07, 2021","0.8874","0.8860","0.8907","0.8849","0.17"
"Dec 06, 2021","0.8859","0.8834","0.8876","0.8834","0.26"
"Dec 03, 2021","0.8836","0.8849","0.8877","0.8823","-0.12"
"Dec 02, 2021","0.8847","0.8834","0.8854","0.8812","0.16"
"Dec 01, 2021","0.8833","0.8820","0.8848","0.8802","0.16"
"Nov 30, 2021","0.8819","0.8856","0.8900","0.8784","-0.41"
"Nov 29, 2021","0.8855","0.8848","0.8882","0.8837","0.25"
"Nov 26, 2021","0.8833","0.8922","0.8924","0.8825","-0.99"
"Nov 25, 2021","0.8921","0.8928","0.8929","0.8904","-0.09"
"Nov 24, 2021","0.8929","0.8891","0.8940","0.8884","0.45"
"Nov 23, 2021","0.8889","0.8899","0.8908","0.8869","-0.10"
"Nov 22, 2021","0.8898","0.8856","0.8905","0.8856","0.46"
"Nov 19, 2021","0.8857","0.8795","0.8889","0.8792","0.73"
"Nov 18, 2021","0.8793","0.8834","0.8839","0.8791","-0.46"
"Nov 17, 2021","0.8834","0.8834","0.8878","0.8824","0.02"
"Nov 16, 2021","0.8832","0.8796","0.8842","0.8782","0.43"
"Nov 15, 2021","0.8794","0.8733","0.8806","0.8723","0.72"
"Nov 12, 2021","0.8731","0.8730","0.8747","0.8724","-0.01"
"Nov 11, 2021","0.8732","0.8709","0.8739","0.8704","0.26"
"Nov 10, 2021","0.8709","0.8626","0.8714","0.8623","0.99"
"Nov 09, 2021","0.8624","0.8629","0.8644","0.8614","-0.05"
"Nov 08, 2021","0.8628","0.8655","0.8658","0.8624","-0.19"
"Nov 05, 2021","0.8644","0.8655","0.8686","0.8640","-0.12"
"Nov 04, 2021","0.8654","0.8612","0.8674","0.8608","0.51"
"Nov 03, 2021","0.8610","0.8637","0.8650","0.8608","-0.29"
"Nov 02, 2021","0.8635","0.8615","0.8640","0.8610","0.23"
"Nov 01, 2021","0.8615","0.8651","0.8662","0.8613","-0.37"
"Oct 29, 2021","0.8647","0.8562","0.8670","0.8554","1.03"
"Oct 28, 2021","0.8559","0.8616","0.8634","0.8552","-0.65"
"Oct 27, 2021","0.8615","0.8623","0.8632","0.8601","-0.09"
"Oct 26, 2021","0.8623","0.8615","0.8632","0.8601","0.12"
"Oct 25, 2021","0.8613","0.8589","0.8628","0.8572","0.35"
"Oct 22, 2021","0.8583","0.8604","0.8605","0.8579","-0.22"
"Oct 21, 2021","0.8602","0.8583","0.8606","0.8571","0.24"
"Oct 20, 2021","0.8581","0.8596","0.8608","0.8577","-0.15"
"Oct 19, 2021","0.8594","0.8612","0.8615","0.8569","-0.20"
"Oct 18, 2021","0.8611","0.8623","0.8643","0.8603","-0.09"
"Oct 15, 2021","0.8619","0.8622","0.8630","0.8605","-0.03"
"Oct 14, 2021","0.8622","0.8626","0.8633","0.8602","-0.03"
"Oct 13, 2021","0.8625","0.8674","0.8676","0.8622","-0.54"
"Oct 12, 2021","0.8672","0.8655","0.8677","0.8643","0.18"
"Oct 11, 2021","0.8656","0.8637","0.8659","0.8630","0.16"
"Oct 08, 2021","0.8642","0.8658","0.8665","0.8632","-0.15"
"Oct 07, 2021","0.8655","0.8654","0.8660","0.8641","0.05"
"Oct 06, 2021","0.8651","0.8619","0.8674","0.8616","0.35"
"Oct 05, 2021","0.8621","0.8604","0.8636","0.8603","0.21"
"Oct 04, 2021","0.8603","0.8626","0.8630","0.8590","-0.22"
"Oct 01, 2021","0.8622","0.8634","0.8649","0.8615","-0.12"
"Sep 30, 2021","0.8632","0.8623","0.8649","0.8612","0.13"
"Sep 29, 2021","0.8621","0.8559","0.8629","0.8554","0.74"
"Sep 28, 2021","0.8558","0.8550","0.8571","0.8544","0.11"
"Sep 27, 2021","0.8549","0.8529","0.8558","0.8526","0.18"
"Sep 24, 2021","0.8534","0.8519","0.8547","0.8512","0.19"
"Sep 23, 2021","0.8518","0.8558","0.8559","0.8510","-0.42"
"Sep 22, 2021","0.8554","0.8529","0.8559","0.8506","0.32"
"Sep 21, 2021","0.8527","0.8529","0.8536","0.8510","0.01"
"Sep 20, 2021","0.8526","0.8523","0.8547","0.8520","0.00"
