"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 31, 2021","46,597,000","46,998,800","46,998,800","46,200,216","0.00K","-0.85%"
"Jul 30, 2021","46,998,800","46,160,000","46,998,800","45,050,000","0.00K","1.82%"
"Jul 29, 2021","46,160,000","45,660,904","46,588,992","45,660,904","0.00K","1.09%"
"Jul 28, 2021","45,660,904","45,595,880","46,870,004","45,000,000","0.01K","0.14%"
"Jul 27, 2021","45,595,880","44,800,000","46,000,000","44,550,000","0.00K","1.78%"
"Jul 26, 2021","44,800,000","44,999,000","47,500,000","44,100,100","0.01K","-0.44%"
"Jul 25, 2021","44,999,000","44,710,000","44,999,000","44,111,112","0.00K","5.63%"
"Jul 24, 2021","42,602,400","42,699,988","43,000,000","42,501,008","0.00K","-0.23%"
"Jul 23, 2021","42,699,988","42,481,588","42,700,000","42,338,900","0.00K","0.51%"
"Jul 22, 2021","42,481,588","42,412,420","42,649,976","42,400,000","0.00K","0.16%"
"Jul 21, 2021","42,412,420","42,403,500","42,754,848","42,139,408","0.00K","0.02%"
"Jul 20, 2021","42,403,500","42,710,000","42,800,000","42,003,664","0.00K","-0.72%"
"Jul 19, 2021","42,710,000","42,809,500","42,900,000","42,500,000","0.00K","-0.23%"
"Jul 18, 2021","42,809,500","42,670,000","43,000,000","42,264,000","0.00K","0.33%"
"Jul 17, 2021","42,670,000","42,460,000","43,101,256","42,200,000","0.00K","0.49%"
"Jul 16, 2021","42,460,000","42,440,040","42,689,000","42,200,000","0.00K","0.05%"
"Jul 15, 2021","42,440,040","42,779,000","42,779,000","42,433,812","0.00K","-0.79%"
"Jul 14, 2021","42,779,000","42,811,500","43,000,000","42,401,560","0.00K","-0.08%"
"Jul 13, 2021","42,811,500","42,669,520","42,970,000","42,401,200","0.00K","0.33%"
"Jul 12, 2021","42,669,520","43,199,000","43,200,000","42,300,000","0.00K","-1.23%"
"Jul 11, 2021","43,199,000","42,860,000","43,257,000","42,200,008","0.00K","0.79%"
"Jul 10, 2021","42,860,000","42,900,200","43,295,648","42,786,208","0.00K","-0.09%"
"Jul 09, 2021","42,900,200","42,970,000","43,300,000","42,344,000","0.00K","-0.16%"
"Jul 08, 2021","42,970,000","42,733,400","43,267,920","41,505,460","0.00K","0.55%"
"Jul 07, 2021","42,733,400","43,108,904","43,454,992","42,720,000","0.00K","-2.31%"
"Jul 06, 2021","43,744,900","43,770,200","43,997,900","43,459,140","0.00K","-0.06%"
"Jul 05, 2021","43,770,200","44,270,000","44,270,000","43,770,200","0.00K","-1.13%"
"Jul 04, 2021","44,270,000","44,400,164","44,400,168","44,270,000","0.00K","0.02%"
"Jul 03, 2021","44,260,000","43,920,008","44,260,000","43,920,008","0.00K","0.77%"
"Jul 02, 2021","43,920,008","43,800,000","43,920,008","43,800,000","0.00K","0.27%"
"Jul 01, 2021","43,800,000","44,394,048","44,394,048","43,406,560","0.00K","-1.34%"
"Jun 30, 2021","44,394,048","45,454,980","45,454,980","44,394,048","0.00K","-2.33%"
"Jun 29, 2021","45,454,980","44,854,000","45,454,980","44,854,000","0.00K","1.34%"
"Jun 28, 2021","44,854,000","44,821,424","44,854,000","44,533,456","0.00K","0.07%"
"Jun 27, 2021","44,821,424","43,399,992","44,821,424","43,399,992","0.00K","3.28%"
"Jun 26, 2021","43,399,992","43,244,900","43,399,992","43,244,900","0.00K","0.36%"
"Jun 25, 2021","43,244,900","45,076,512","45,076,512","43,244,900","0.00K","-4.06%"
"Jun 24, 2021","45,076,512","44,200,000","45,076,512","44,100,000","0.01K","1.98%"
"Jun 23, 2021","44,200,000","41,610,000","44,200,000","41,610,000","0.01K","6.22%"
"Jun 22, 2021","41,610,000","44,100,000","44,100,000","39,270,000","0.02K","-5.65%"
"Jun 21, 2021","44,100,000","46,498,988","46,498,988","44,100,000","0.01K","-4.62%"
"Jun 20, 2021","46,235,024","46,680,000","46,680,000","46,235,024","0.00K","-0.95%"
"Jun 19, 2021","46,680,000","45,200,000","46,680,000","45,200,000","0.01K","3.27%"
"Jun 18, 2021","45,200,000","47,399,420","47,399,420","45,200,000","0.01K","-4.64%"
"Jun 17, 2021","47,399,420","47,489,000","47,900,800","47,399,420","0.00K","-0.19%"
"Jun 16, 2021","47,489,000","48,400,000","48,400,000","47,489,000","0.00K","-1.88%"
"Jun 15, 2021","48,400,000","48,518,976","48,518,976","48,211,200","0.00K","-0.25%"
"Jun 14, 2021","48,518,976","47,500,000","48,518,976","47,500,000","0.01K","2.15%"
"Jun 13, 2021","47,500,000","46,598,000","47,500,000","46,598,000","0.00K","1.94%"
"Jun 12, 2021","46,598,000","46,990,992","46,990,992","46,010,992","0.01K","-0.84%"
"Jun 11, 2021","46,990,992","46,898,800","46,990,992","46,898,800","0.00K","0.20%"
"Jun 10, 2021","46,898,800","46,301,000","46,898,800","46,301,000","0.01K","1.29%"
"Jun 09, 2021","46,301,000","42,290,000","46,301,000","42,290,000","0.01K","9.48%"
"Jun 08, 2021","42,290,000","43,690,000","43,690,000","42,290,000","0.01K","-3.20%"
"Jun 07, 2021","43,690,000","44,401,200","44,401,200","43,690,000","0.00K","-1.60%"
"Jun 06, 2021","44,401,200","44,515,308","44,515,308","44,401,200","0.00K","-0.26%"
"Jun 05, 2021","44,515,308","44,900,860","44,900,860","44,442,104","0.00K","-0.86%"
"Jun 04, 2021","44,900,860","46,682,980","46,682,980","43,252,008","0.01K","-3.82%"
"Jun 03, 2021","46,682,980","46,224,988","46,682,980","46,224,988","0.00K","0.99%"
"Jun 02, 2021","46,224,988","45,030,300","46,224,988","45,030,300","0.00K","2.65%"
"Jun 01, 2021","45,030,300","45,500,004","45,500,004","45,030,300","0.00K","-1.03%"
"May 31, 2021","45,500,004","46,893,700","46,893,700","45,499,900","0.01K","-2.97%"
"May 30, 2021","46,893,700","46,300,004","46,893,700","46,300,004","0.00K","1.28%"
"May 29, 2021","46,300,004","45,000,000","46,491,000","45,000,000","0.01K","2.89%"
"May 28, 2021","45,000,000","48,102,200","48,102,200","45,000,000","0.02K","-6.45%"
"May 27, 2021","48,102,200","48,000,000","48,570,200","48,000,000","0.00K","0.21%"
"May 26, 2021","48,000,000","48,100,000","48,495,900","48,000,000","0.01K","-0.21%"
"May 25, 2021","48,100,000","48,389,996","48,389,996","48,100,000","0.01K","-0.60%"
"May 24, 2021","48,389,996","44,990,000","48,389,996","44,990,000","0.02K","7.56%"
"May 23, 2021","44,990,000","47,999,672","47,999,672","44,990,000","0.02K","-6.27%"
"May 22, 2021","47,999,672","45,801,000","48,000,000","45,801,000","0.01K","4.80%"
"May 21, 2021","45,801,000","47,300,000","47,300,000","45,801,000","0.02K","-3.17%"
"May 20, 2021","47,300,000","39,410,920","47,300,000","39,410,920","0.03K","20.02%"
"May 19, 2021","39,410,920","54,240,000","54,240,000","39,410,920","0.13K","-27.34%"
"May 18, 2021","54,240,000","55,486,000","55,486,000","54,240,000","0.01K","-2.25%"
"May 17, 2021","55,486,000","56,160,000","56,160,000","55,486,000","0.02K","-1.20%"
"May 16, 2021","56,160,000","55,730,000","56,258,020","55,670,000","0.01K","0.77%"
"May 15, 2021","55,730,000","55,764,500","55,764,500","55,730,000","0.01K","-0.06%"
"May 14, 2021","55,764,500","55,900,008","55,950,200","55,764,500","0.01K","-0.24%"
"May 13, 2021","55,900,008","58,100,000","58,100,000","55,900,008","0.02K","-3.79%"
"May 12, 2021","58,100,000","58,220,000","58,889,000","57,710,216","0.01K","-0.21%"
"May 11, 2021","58,220,000","58,550,000","58,998,996","58,220,000","0.01K","-0.56%"
"May 10, 2021","58,550,000","56,200,024","58,550,000","56,200,024","0.02K","4.18%"
"May 09, 2021","56,200,024","55,250,000","56,300,000","55,250,000","0.01K","1.72%"
"May 08, 2021","55,250,000","53,650,000","55,250,000","53,473,936","0.01K","2.98%"
"May 07, 2021","53,650,000","52,170,012","53,650,000","52,170,012","0.01K","2.84%"
"May 06, 2021","52,170,012","51,902,980","52,170,012","51,902,980","0.02K","0.51%"
"May 05, 2021","51,902,980","52,100,992","52,580,000","51,403,000","0.02K","-0.95%"
"May 04, 2021","52,401,000","52,105,000","53,249,996","51,998,000","0.02K","0.57%"
"May 03, 2021","52,105,000","51,399,000","52,105,000","51,399,000","0.01K","1.37%"
"May 02, 2021","51,399,000","51,105,000","51,399,000","51,105,000","0.00K","0.58%"
"May 01, 2021","51,105,000","50,929,968","51,105,000","50,929,968","0.01K","0.34%"
"Apr 30, 2021","50,929,968","50,838,968","51,140,000","50,838,968","0.01K","0.18%"
"Apr 29, 2021","50,838,968","51,505,800","51,505,800","50,838,968","0.01K","-1.29%"
"Apr 28, 2021","51,505,800","51,440,000","51,505,800","51,440,000","0.01K","0.13%"
"Apr 27, 2021","51,440,000","51,900,000","51,900,000","51,440,000","0.01K","-0.89%"
"Apr 26, 2021","51,900,000","51,900,000","52,770,000","51,900,000","0.01K","0.00%"
"Apr 25, 2021","51,900,000","52,888,152","52,888,152","51,900,000","0.01K","-1.87%"
"Apr 24, 2021","52,888,152","51,099,904","52,888,152","51,099,904","0.01K","3.50%"
"Apr 23, 2021","51,099,904","51,369,988","51,369,988","51,099,904","0.02K","-0.53%"
"Apr 22, 2021","51,369,988","50,349,988","51,369,988","50,216,752","0.02K","2.03%"
"Apr 21, 2021","50,349,988","50,300,000","50,349,988","50,090,700","0.01K","0.10%"
"Apr 20, 2021","50,300,000","49,448,896","50,821,000","49,448,896","0.02K","1.72%"
"Apr 19, 2021","49,448,896","48,873,000","49,448,896","48,873,000","0.01K","1.18%"
"Apr 18, 2021","48,873,000","48,705,100","48,873,000","48,705,100","0.02K","0.34%"
"Apr 17, 2021","48,705,100","47,700,000","48,705,100","47,700,000","0.01K","2.11%"
"Apr 16, 2021","47,700,000","48,851,036","48,851,036","47,700,000","0.02K","-2.36%"
"Apr 15, 2021","48,851,036","48,320,880","48,877,000","48,320,880","0.01K","1.10%"
"Apr 14, 2021","48,320,880","46,105,900","49,499,000","46,105,900","0.07K","4.80%"
"Apr 13, 2021","46,105,900","42,250,152","46,105,900","42,250,152","0.04K","9.13%"
"Apr 12, 2021","42,250,152","41,762,000","42,956,000","41,762,000","0.02K","1.17%"
"Apr 11, 2021","41,762,000","40,929,000","41,762,000","40,929,000","0.03K","2.04%"
"Apr 10, 2021","40,929,000","41,105,200","41,105,200","40,929,000","0.04K","-0.43%"
"Apr 09, 2021","41,105,200","40,939,492","41,105,200","40,939,492","0.01K","0.40%"
"Apr 08, 2021","40,939,492","41,193,980","41,240,000","40,939,492","0.01K","-0.62%"
"Apr 07, 2021","41,193,980","40,674,992","41,193,980","40,674,992","0.02K","1.28%"
"Apr 06, 2021","40,674,992","40,829,000","40,829,000","40,674,992","0.03K","-0.38%"
"Apr 05, 2021","40,829,000","40,588,788","40,829,000","40,500,000","0.03K","0.59%"
"Apr 04, 2021","40,588,788","40,634,992","40,634,992","40,588,788","0.01K","-0.11%"
"Apr 03, 2021","40,634,992","40,998,000","40,998,000","40,500,152","0.01K","-0.89%"
"Apr 02, 2021","40,998,000","41,200,000","41,200,000","40,998,000","0.01K","-0.49%"
"Apr 01, 2021","41,200,000","40,960,000","41,200,000","40,960,000","0.01K","0.59%"
"Mar 31, 2021","40,960,000","40,744,900","40,972,992","40,744,900","0.01K","0.53%"
"Mar 30, 2021","40,744,900","40,450,000","40,744,900","40,450,000","0.01K","0.73%"
"Mar 29, 2021","40,450,000","40,334,656","40,770,000","40,334,656","0.01K","0.30%"
"Mar 28, 2021","40,330,808","40,463,008","40,463,008","40,330,808","0.01K","-0.33%"
"Mar 27, 2021","40,463,008","40,479,000","40,496,992","40,463,008","0.01K","-0.04%"
"Mar 26, 2021","40,479,000","40,000,032","40,479,000","40,000,032","0.01K","1.20%"
"Mar 25, 2021","40,000,032","40,329,000","40,559,000","40,000,032","0.02K","-0.82%"
"Mar 24, 2021","40,329,000","40,327,112","40,400,000","40,327,112","0.02K","0.00%"
"Mar 23, 2021","40,327,112","40,060,988","40,327,112","40,060,988","0.01K","0.66%"
"Mar 22, 2021","40,060,988","39,853,000","40,414,468","39,853,000","0.02K","0.52%"
"Mar 21, 2021","39,853,000","40,099,900","40,099,900","39,853,000","0.01K","-0.62%"
"Mar 20, 2021","40,099,900","40,819,572","40,819,572","40,099,900","0.02K","-1.76%"
"Mar 19, 2021","40,819,572","40,753,900","40,819,572","40,685,000","0.01K","0.16%"
"Mar 18, 2021","40,753,900","40,510,008","40,753,900","40,510,008","0.02K","0.60%"
"Mar 17, 2021","40,510,008","39,999,992","40,510,008","39,550,000","0.02K","1.28%"
"Mar 16, 2021","39,999,992","40,330,096","40,330,096","39,000,000","0.03K","-0.82%"
"Mar 15, 2021","40,330,096","41,130,000","41,130,000","39,889,000","0.04K","-1.94%"
"Mar 14, 2021","41,130,000","40,389,000","41,130,000","40,389,000","0.02K","1.83%"
"Mar 13, 2021","40,389,000","39,671,000","40,389,000","39,671,000","0.03K","1.81%"
"Mar 12, 2021","39,671,000","39,600,000","39,671,000","39,600,000","0.02K","0.18%"
"Mar 11, 2021","39,600,000","37,760,500","39,600,000","37,760,500","0.03K","4.87%"
"Mar 10, 2021","37,760,500","36,138,000","37,760,500","36,138,000","0.04K","4.49%"
"Mar 09, 2021","36,138,000","34,737,868","36,299,504","34,737,868","0.04K","4.03%"
"Mar 08, 2021","34,737,868","34,000,000","34,737,868","34,000,000","0.02K","2.17%"
"Mar 07, 2021","34,000,000","33,556,000","34,033,000","33,556,000","0.01K","1.32%"
"Mar 06, 2021","33,556,000","33,811,100","33,811,100","33,556,000","0.01K","-0.75%"
"Mar 05, 2021","33,811,100","33,700,000","33,811,100","33,700,000","0.01K","0.33%"
"Mar 04, 2021","33,700,000","34,000,008","34,000,008","33,600,000","0.02K","-0.88%"
"Mar 03, 2021","34,000,008","33,292,000","34,059,328","33,292,000","0.03K","2.21%"
"Mar 02, 2021","33,265,012","33,330,000","33,330,000","33,265,012","0.02K","-0.19%"
"Mar 01, 2021","33,330,000","32,460,580","33,375,000","32,460,580","0.03K","2.68%"
"Feb 28, 2021","32,460,580","32,300,000","32,460,580","32,300,000","0.02K","0.50%"
"Feb 27, 2021","32,300,000","32,514,000","32,514,000","32,300,000","0.03K","-0.66%"
"Feb 26, 2021","32,514,000","33,290,000","33,290,000","32,514,000","0.04K","-2.33%"
"Feb 25, 2021","33,290,000","32,671,998","33,290,000","32,671,998","0.04K","1.89%"
"Feb 24, 2021","32,671,998","29,540,500","34,270,000","29,540,500","0.06K","10.60%"
"Feb 23, 2021","29,540,500","30,730,900","30,730,900","29,540,500","0.08K","-3.87%"
"Feb 22, 2021","30,730,900","33,239,798","33,239,798","30,730,900","0.08K","-7.55%"
"Feb 21, 2021","33,239,798","34,500,000","34,500,000","30,100,000","0.10K","-3.65%"
"Feb 20, 2021","34,500,000","32,694,000","34,500,000","32,694,000","0.16K","5.52%"
"Feb 19, 2021","32,694,000","30,630,000","32,694,000","30,630,000","0.09K","6.74%"
"Feb 18, 2021","30,630,000","28,143,000","30,630,000","28,143,000","0.09K","8.84%"
"Feb 17, 2021","28,143,000","25,700,024","28,143,000","25,700,024","0.10K","9.51%"
"Feb 16, 2021","25,700,024","23,430,000","25,700,024","23,430,000","0.09K","9.69%"
"Feb 15, 2021","23,430,000","23,333,036","23,488,996","23,333,036","0.07K","0.42%"
"Feb 14, 2021","23,333,036","21,150,000","23,551,990","21,150,000","0.08K","10.32%"
"Feb 13, 2021","21,150,000","20,595,960","21,150,000","20,595,960","0.06K","2.69%"
"Feb 12, 2021","20,596,858","20,799,996","20,799,996","20,596,858","0.09K","-0.98%"
"Feb 11, 2021","20,799,996","20,174,006","20,799,996","20,174,006","0.11K","3.10%"
"Feb 10, 2021","20,174,006","20,400,600","20,400,600","20,174,006","0.10K","-1.11%"
"Feb 09, 2021","20,400,600","19,599,000","20,699,990","19,599,000","0.15K","4.09%"
"Feb 08, 2021","19,599,000","17,101,000","19,599,000","17,101,000","0.20K","14.61%"
"Feb 07, 2021","17,101,000","17,130,000","17,148,000","16,921,748","0.09K","-0.17%"
"Feb 06, 2021","17,130,000","17,765,000","17,765,000","17,130,000","0.16K","-3.68%"
"Feb 05, 2021","17,783,988","17,825,000","17,910,008","17,783,988","0.30K","-0.23%"
"Feb 04, 2021","17,825,000","17,960,000","17,960,000","17,825,000","0.28K","-0.75%"
"Feb 03, 2021","17,960,000","16,964,708","17,960,000","16,964,708","0.29K","5.87%"
"Feb 02, 2021","16,964,708","16,195,005","16,964,708","16,195,005","0.29K","4.75%"
"Feb 01, 2021","16,195,005","16,041,473","16,195,005","16,041,473","0.25K","0.96%"
"Jan 31, 2021","16,041,473","16,471,001","16,471,001","16,041,473","0.15K","-2.61%"
"Jan 30, 2021","16,471,001","16,408,205","16,471,001","16,323,221","0.17K","0.38%"
"Jan 29, 2021","16,408,205","16,052,996","17,968,436","15,856,774","0.46K","2.21%"
"Jan 28, 2021","16,052,997","14,760,999","16,052,997","14,760,999","0.23K","8.75%"
"Jan 27, 2021","14,760,999","15,700,000","15,700,000","14,756,742","0.22K","-5.98%"
"Jan 26, 2021","15,700,000","15,869,999","15,869,999","15,700,000","0.24K","-1.07%"
"Jan 25, 2021","15,869,999","15,520,494","15,944,841","15,520,494","0.26K","2.33%"
"Jan 24, 2021","15,508,633","15,456,699","15,550,000","15,456,699","0.15K","0.34%"
"Jan 23, 2021","15,456,699","15,920,214","15,920,214","15,456,699","0.15K","-2.91%"
"Jan 22, 2021","15,920,214","14,910,300","16,139,566","14,910,300","0.30K","6.78%"
"Jan 21, 2021","14,910,001","17,142,260","17,142,260","14,910,001","0.29K","-13.02%"
"Jan 20, 2021","17,142,260","17,510,000","17,510,000","16,930,000","0.21K","-2.10%"
"Jan 19, 2021","17,510,000","17,544,988","17,766,200","17,510,000","0.27K","-0.20%"
"Jan 18, 2021","17,544,988","17,293,908","17,544,988","17,293,908","0.17K","1.68%"
"Jan 17, 2021","17,255,600","17,437,300","17,437,300","17,255,600","0.16K","-1.04%"
"Jan 16, 2021","17,437,300","17,800,632","17,927,004","17,437,300","0.18K","-2.04%"
"Jan 15, 2021","17,800,632","18,949,196","18,949,196","17,800,632","0.26K","-5.97%"
"Jan 14, 2021","18,930,000","17,902,922","18,930,000","17,902,922","0.33K","5.74%"
"Jan 13, 2021","17,902,922","16,500,000","17,902,922","16,500,000","0.29K","8.95%"
"Jan 12, 2021","16,432,275","17,120,000","17,307,008","16,432,275","0.32K","-4.03%"
"Jan 11, 2021","17,121,822","18,450,998","18,450,998","17,121,822","0.64K","-7.20%"
"Jan 10, 2021","18,450,998","19,287,002","19,620,000","18,450,998","0.30K","-4.33%"
"Jan 09, 2021","19,287,002","19,760,000","19,760,000","19,287,002","0.20K","-2.39%"
"Jan 08, 2021","19,760,000","19,157,992","19,760,000","19,157,992","0.37K","3.14%"
"Jan 07, 2021","19,157,992","17,550,000","19,157,992","17,550,000","0.40K","9.21%"
"Jan 06, 2021","17,543,090","16,131,835","17,543,090","16,131,835","0.38K","8.75%"
"Jan 05, 2021","16,131,835","15,238,001","16,131,835","14,832,110","0.36K","5.87%"
"Jan 04, 2021","15,238,001","15,593,999","15,593,999","14,820,006","0.35K","-2.28%"
"Jan 03, 2021","15,593,999","15,147,996","15,593,999","15,147,996","0.30K","2.94%"
"Jan 02, 2021","15,147,996","13,785,000","15,749,000","13,785,000","0.38K","9.89%"
"Jan 01, 2021","13,785,000","13,590,001","13,785,000","13,590,001","0.17K","1.43%"
"Dec 31, 2020","13,590,001","13,630,000","13,630,000","13,590,001","0.23K","-0.29%"
"Dec 30, 2020","13,630,000","12,981,009","13,630,000","12,981,009","0.33K","5.00%"
"Dec 29, 2020","12,981,009","12,849,999","12,981,009","12,849,999","0.22K","1.02%"
"Dec 28, 2020","12,849,999","12,550,999","12,955,000","12,550,999","0.18K","2.38%"
"Dec 27, 2020","12,550,999","12,500,499","13,400,000","12,500,499","0.33K","0.40%"
"Dec 26, 2020","12,500,499","11,542,790","12,500,499","11,542,790","0.24K","8.30%"
"Dec 25, 2020","11,542,790","11,130,301","11,542,790","11,130,301","0.26K","3.52%"
"Dec 24, 2020","11,150,000","11,199,998","11,199,998","10,897,844","0.19K","-0.45%"
"Dec 23, 2020","11,199,998","11,396,278","11,396,278","11,199,998","0.34K","-1.72%"
"Dec 22, 2020","11,396,278","10,926,699","11,396,278","10,910,999","0.27K","4.30%"
"Dec 21, 2020","10,926,699","11,285,000","11,285,000","10,926,699","0.22K","-3.18%"
"Dec 20, 2020","11,285,000","11,279,274","11,285,000","11,279,274","0.17K","0.05%"
"Dec 19, 2020","11,279,274","10,981,001","11,279,274","10,981,001","0.22K","2.72%"
"Dec 18, 2020","10,981,001","10,904,000","10,981,001","10,904,000","0.24K","0.71%"
"Dec 17, 2020","10,904,000","10,242,983","10,904,000","10,242,983","0.47K","6.45%"
"Dec 16, 2020","10,242,983","9,349,999","10,242,983","9,349,999","0.39K","9.55%"
"Dec 15, 2020","9,349,999","9,251,052","9,349,999","9,218,999","0.26K","1.07%"
"Dec 14, 2020","9,251,052","9,155,398","9,252,001","9,155,398","0.20K","1.04%"
"Dec 13, 2020","9,155,398","9,020,001","9,155,398","9,020,001","0.18K","1.50%"
"Dec 12, 2020","9,020,001","8,737,273","9,020,001","8,737,273","0.16K","3.24%"
"Dec 11, 2020","8,737,273","8,836,199","8,836,199","8,737,273","0.24K","-1.12%"
"Dec 10, 2020","8,836,199","8,920,999","8,920,999","8,836,199","0.19K","-0.95%"
"Dec 09, 2020","8,920,999","8,976,010","8,976,010","8,920,999","0.26K","-0.61%"
"Dec 08, 2020","8,976,010","9,268,000","9,268,000","8,976,010","0.21K","-3.15%"
"Dec 07, 2020","9,268,000","9,183,497","9,268,000","9,183,497","0.18K","0.92%"
"Dec 06, 2020","9,183,497","9,087,900","9,183,497","9,087,900","0.14K","1.05%"
"Dec 05, 2020","9,087,900","8,857,523","9,099,999","8,857,523","0.15K","2.60%"
"Dec 04, 2020","8,857,523","9,039,804","9,039,804","8,857,523","0.22K","-2.02%"
"Dec 03, 2020","9,039,804","9,322,776","9,339,232","9,039,804","0.22K","-3.04%"
"Dec 02, 2020","9,322,776","9,140,001","9,322,776","9,065,098","0.23K","2.00%"
"Dec 01, 2020","9,140,001","9,413,100","9,413,100","9,140,001","0.33K","-2.90%"
"Nov 30, 2020","9,413,100","9,014,001","9,413,100","9,014,001","0.34K","4.43%"
"Nov 29, 2020","9,014,001","8,737,024","9,014,001","8,737,024","0.16K","3.17%"
"Nov 28, 2020","8,737,024","8,410,009","8,752,999","8,410,009","0.22K","3.89%"
"Nov 27, 2020","8,410,009","8,395,510","8,410,009","8,395,510","0.25K","0.17%"
"Nov 26, 2020","8,395,510","9,300,200","9,300,200","8,268,000","0.54K","-9.73%"
"Nov 25, 2020","9,300,200","9,439,999","9,439,999","9,300,200","0.28K","-1.48%"
"Nov 24, 2020","9,439,999","9,008,990","9,468,999","9,008,990","0.37K","4.78%"
"Nov 23, 2020","9,008,990","8,984,312","9,113,999","8,984,312","0.22K","0.27%"
"Nov 22, 2020","8,984,312","9,070,148","9,070,148","8,820,566","0.23K","-0.95%"
"Nov 21, 2020","9,070,148","8,937,888","9,070,148","8,937,888","0.21K","1.48%"
"Nov 20, 2020","8,937,888","8,562,899","8,937,888","8,562,899","0.29K","4.38%"
"Nov 19, 2020","8,562,899","8,548,888","8,562,899","8,460,006","0.28K","0.16%"
"Nov 18, 2020","8,548,888","8,403,799","8,548,888","8,403,799","0.31K","1.73%"
"Nov 17, 2020","8,403,799","7,975,560","8,403,799","7,975,560","0.28K","5.37%"
"Nov 16, 2020","7,975,560","7,644,898","7,975,560","7,644,898","0.27K","4.33%"
"Nov 15, 2020","7,644,898","7,639,003","7,650,499","7,630,687","0.14K","0.08%"
"Nov 14, 2020","7,639,003","7,745,310","7,745,310","7,542,000","0.17K","-1.37%"
"Nov 13, 2020","7,745,310","7,660,549","7,745,310","7,660,549","0.24K","1.11%"
"Nov 12, 2020","7,660,549","7,428,500","7,660,549","7,428,500","0.27K","3.12%"
"Nov 11, 2020","7,428,500","7,150,490","7,428,500","7,150,490","0.26K","3.89%"
"Nov 10, 2020","7,150,490","7,122,039","7,179,997","7,122,039","0.20K","0.40%"
"Nov 09, 2020","7,122,039","7,156,440","7,240,000","7,122,039","0.25K","-0.48%"
"Nov 08, 2020","7,156,440","6,822,499","7,156,440","6,822,499","0.19K","4.89%"
"Nov 07, 2020","6,822,499","7,201,099","7,201,099","6,822,499","0.26K","-5.26%"
"Nov 06, 2020","7,201,099","7,162,005","7,201,099","7,162,005","0.34K","0.55%"
"Nov 05, 2020","7,162,005","6,494,800","7,162,005","6,494,800","0.40K","10.27%"
"Nov 04, 2020","6,494,800","6,417,775","6,494,800","6,354,740","0.31K","1.20%"
"Nov 03, 2020","6,417,775","6,366,609","6,417,775","6,366,609","0.26K","0.80%"
"Nov 02, 2020","6,366,609","6,383,800","6,383,800","6,280,002","0.20K","-0.27%"
"Nov 01, 2020","6,383,800","6,369,998","6,383,800","6,360,010","0.14K","0.22%"
"Oct 31, 2020","6,369,998","6,300,962","6,369,998","6,300,962","0.23K","1.10%"
"Oct 30, 2020","6,300,962","6,288,005","6,300,962","6,185,763","0.24K","0.21%"
"Oct 29, 2020","6,288,005","6,190,000","6,288,005","6,190,000","0.28K","1.58%"
"Oct 28, 2020","6,190,000","6,339,999","6,339,999","6,190,000","0.29K","-2.37%"
"Oct 27, 2020","6,339,999","6,046,050","6,339,999","6,046,050","0.25K","4.86%"
"Oct 26, 2020","6,046,050","5,943,399","6,088,050","5,943,399","0.18K","1.73%"
"Oct 25, 2020","5,943,399","5,946,999","5,946,999","5,943,399","0.14K","-0.06%"
"Oct 24, 2020","5,946,999","5,884,707","5,946,999","5,884,707","0.19K","1.06%"
"Oct 23, 2020","5,884,708","5,894,001","5,894,001","5,880,009","0.24K","-0.16%"
"Oct 22, 2020","5,894,001","5,794,320","5,894,001","5,794,320","0.26K","1.72%"
"Oct 21, 2020","5,794,320","5,534,998","5,794,320","5,534,998","0.27K","4.69%"
"Oct 20, 2020","5,534,998","5,459,994","5,534,998","5,459,994","0.28K","1.37%"
"Oct 19, 2020","5,459,994","5,348,978","5,459,994","5,340,999","0.18K","2.08%"
"Oct 18, 2020","5,348,978","5,291,999","5,348,978","5,291,999","0.10K","1.08%"
"Oct 17, 2020","5,291,998","5,295,010","5,295,010","5,291,998","0.12K","-0.06%"
"Oct 16, 2020","5,295,010","5,347,500","5,347,500","5,295,010","0.20K","-0.98%"
"Oct 15, 2020","5,347,500","5,341,897","5,347,500","5,341,897","0.21K","0.10%"
"Oct 14, 2020","5,341,897","5,343,570","5,343,570","5,341,897","0.19K","-0.03%"
"Oct 13, 2020","5,343,570","5,380,009","5,380,009","5,343,570","0.19K","-0.68%"
"Oct 12, 2020","5,380,009","5,297,964","5,380,009","5,276,454","0.21K","1.55%"
"Oct 11, 2020","5,297,964","5,245,223","5,297,964","5,245,223","0.14K","1.01%"
"Oct 10, 2020","5,245,223","5,150,009","5,245,223","5,150,009","0.22K","1.85%"
"Oct 09, 2020","5,150,009","5,065,000","5,150,009","5,039,999","0.25K","1.68%"
"Oct 08, 2020","5,065,000","5,004,299","5,065,000","5,004,299","0.22K","1.21%"
"Oct 07, 2020","5,004,299","4,979,999","5,004,299","4,979,999","0.17K","0.49%"
"Oct 06, 2020","4,979,999","5,029,999","5,029,999","4,979,999","0.20K","-0.99%"
"Oct 05, 2020","5,029,999","5,007,084","5,030,000","5,007,084","0.18K","0.46%"
"Oct 04, 2020","5,007,083","4,949,988","5,007,083","4,949,988","0.11K","1.15%"
"Oct 03, 2020","4,949,988","4,873,735","4,949,988","4,873,735","0.14K","1.56%"
