"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 02, 2020","4,873,735","4,843,005","4,873,735","4,843,005","0.22K","0.63%"
"Oct 01, 2020","4,843,005","4,951,100","4,980,129","4,843,005","0.18K","-2.18%"
"Sep 30, 2020","4,951,100","5,097,669","5,097,669","4,951,100","0.18K","-2.88%"
"Sep 29, 2020","5,097,669","5,050,000","5,097,669","5,050,000","0.17K","0.94%"
"Sep 28, 2020","5,050,000","5,030,000","5,050,000","5,030,000","0.18K","0.40%"
"Sep 27, 2020","5,030,000","4,992,000","5,030,000","4,992,000","0.13K","0.76%"
"Sep 26, 2020","4,992,000","4,959,999","4,992,000","4,949,999","0.15K","0.65%"
"Sep 25, 2020","4,959,999","5,023,549","5,023,549","4,959,999","0.20K","-1.27%"
"Sep 24, 2020","5,023,549","4,826,990","5,023,549","4,826,990","0.22K","4.07%"
"Sep 23, 2020","4,826,990","4,943,060","4,943,060","4,826,990","0.21K","-2.35%"
"Sep 22, 2020","4,943,060","4,900,181","4,943,060","4,900,181","0.19K","0.88%"
"Sep 21, 2020","4,900,181","5,138,210","5,138,210","4,900,181","0.17K","-4.63%"
"Sep 20, 2020","5,138,210","5,198,999","5,198,999","5,138,210","0.08K","-1.17%"
"Sep 19, 2020","5,198,999","5,113,889","5,208,886","5,113,889","0.17K","1.66%"
"Sep 18, 2020","5,113,889","5,085,261","5,113,889","5,085,261","0.19K","0.56%"
"Sep 17, 2020","5,085,261","5,085,000","5,085,261","5,085,000","0.25K","0.01%"
"Sep 16, 2020","5,085,000","5,002,339","5,085,000","5,002,339","0.22K","1.65%"
"Sep 15, 2020","5,002,339","4,956,009","5,045,000","4,956,009","0.21K","0.93%"
"Sep 14, 2020","4,956,009","4,820,800","4,956,009","4,820,800","0.21K","2.80%"
"Sep 13, 2020","4,820,800","4,804,000","4,881,279","4,804,000","0.10K","0.35%"
"Sep 12, 2020","4,804,000","4,740,000","4,804,000","4,739,999","0.16K","1.35%"
"Sep 11, 2020","4,740,000","4,678,499","4,740,000","4,678,499","0.23K","1.31%"
"Sep 10, 2020","4,678,499","4,634,000","4,700,010","4,634,000","0.21K","0.96%"
"Sep 09, 2020","4,634,000","4,578,999","4,634,000","4,578,999","0.21K","1.20%"
"Sep 08, 2020","4,578,999","4,591,761","4,591,761","4,509,225","0.19K","-0.28%"
"Sep 07, 2020","4,591,760","4,479,220","4,591,760","4,400,000","0.18K","2.51%"
"Sep 06, 2020","4,479,220","4,409,774","4,484,400","4,409,774","0.10K","1.57%"
"Sep 05, 2020","4,409,774","4,555,488","4,560,999","4,409,774","0.22K","-3.20%"
"Sep 04, 2020","4,555,488","4,450,002","4,555,488","4,450,002","0.28K","2.37%"
"Sep 03, 2020","4,450,002","4,952,409","4,952,409","4,450,002","0.26K","-10.14%"
"Sep 02, 2020","4,952,409","5,213,119","5,213,119","4,925,098","0.22K","-5.00%"
"Sep 01, 2020","5,213,119","5,318,619","5,318,619","5,213,119","0.22K","-1.98%"
"Aug 31, 2020","5,318,619","5,269,768","5,318,619","5,260,998","0.16K","0.93%"
"Aug 30, 2020","5,269,768","5,170,400","5,273,099","5,170,400","0.12K","1.92%"
"Aug 29, 2020","5,170,400","5,188,999","5,188,999","5,170,400","0.15K","-0.36%"
"Aug 28, 2020","5,188,999","5,322,000","5,322,000","5,188,999","0.31K","-2.50%"
"Aug 27, 2020","5,322,000","5,434,998","5,434,998","5,322,000","0.16K","-2.08%"
"Aug 26, 2020","5,434,998","5,415,861","5,434,998","5,415,861","0.22K","0.35%"
"Aug 25, 2020","5,415,861","5,570,500","5,570,500","5,403,099","0.17K","-2.78%"
"Aug 24, 2020","5,570,500","5,552,000","5,570,500","5,552,000","0.13K","0.33%"
"Aug 23, 2020","5,552,000","5,550,600","5,552,000","5,537,005","0.09K","0.03%"
"Aug 22, 2020","5,550,600","5,491,999","5,550,600","5,491,999","0.14K","1.07%"
"Aug 21, 2020","5,491,999","5,611,999","5,611,999","5,491,999","0.16K","-2.14%"
"Aug 20, 2020","5,611,999","5,584,001","5,621,999","5,584,001","0.14K","0.50%"
"Aug 19, 2020","5,584,001","5,683,550","5,683,550","5,584,001","0.20K","-1.75%"
"Aug 18, 2020","5,683,550","5,829,999","5,829,999","5,683,550","0.16K","-2.51%"
"Aug 17, 2020","5,829,999","5,591,000","5,829,999","5,591,000","0.19K","4.27%"
"Aug 16, 2020","5,591,000","5,586,002","5,591,000","5,579,190","0.11K","0.09%"
"Aug 15, 2020","5,586,002","5,481,999","5,586,002","5,481,999","0.24K","1.90%"
"Aug 14, 2020","5,481,999","5,480,000","5,481,999","5,480,000","0.19K","0.04%"
"Aug 13, 2020","5,480,000","5,424,999","5,480,000","5,424,999","0.19K","1.01%"
"Aug 12, 2020","5,424,999","5,385,555","5,424,999","5,385,555","0.18K","0.73%"
"Aug 11, 2020","5,385,555","5,564,999","5,564,999","5,385,555","0.18K","-3.22%"
"Aug 10, 2020","5,565,000","5,463,001","5,565,000","5,463,001","0.23K","1.87%"
"Aug 09, 2020","5,463,001","5,454,999","5,463,001","5,454,999","0.10K","0.15%"
"Aug 08, 2020","5,454,999","5,383,989","5,454,999","5,383,989","0.15K","1.32%"
"Aug 07, 2020","5,383,989","5,452,991","5,470,199","5,383,989","0.18K","-1.27%"
"Aug 06, 2020","5,452,991","5,430,000","5,452,991","5,430,000","0.26K","0.42%"
"Aug 05, 2020","5,430,000","5,197,999","5,430,000","5,197,999","0.22K","4.46%"
"Aug 04, 2020","5,197,999","5,182,000","5,219,001","5,182,000","0.16K","0.31%"
"Aug 03, 2020","5,182,000","5,132,595","5,182,000","5,132,595","0.21K","0.96%"
"Aug 02, 2020","5,132,595","5,398,199","5,401,923","5,132,595","0.21K","-4.92%"
"Aug 01, 2020","5,398,199","5,137,448","5,398,199","5,137,448","0.22K","5.08%"
"Jul 31, 2020","5,137,448","5,103,006","5,137,448","5,103,006","0.19K","0.67%"
"Jul 30, 2020","5,103,006","5,160,050","5,160,050","5,073,999","0.16K","-1.11%"
"Jul 29, 2020","5,160,050","5,057,152","5,160,050","5,057,152","0.23K","2.03%"
"Jul 28, 2020","5,057,152","5,100,999","5,100,999","4,989,999","0.27K","-0.86%"
"Jul 27, 2020","5,100,999","4,580,089","5,100,999","4,580,089","0.29K","11.37%"
"Jul 26, 2020","4,580,089","4,470,999","4,580,089","4,470,999","0.18K","2.44%"
"Jul 25, 2020","4,470,999","4,386,993","4,470,999","4,386,993","0.17K","1.91%"
"Jul 24, 2020","4,386,993","4,400,000","4,400,000","4,386,993","0.19K","-0.30%"
"Jul 23, 2020","4,400,000","4,344,999","4,400,000","4,344,999","0.24K","1.27%"
"Jul 22, 2020","4,344,999","4,300,000","4,344,999","4,280,750","0.23K","1.05%"
"Jul 21, 2020","4,300,000","4,198,999","4,300,000","4,198,999","0.29K","2.41%"
"Jul 20, 2020","4,198,999","4,171,114","4,198,999","4,171,114","0.16K","0.67%"
"Jul 19, 2020","4,171,114","4,136,498","4,171,114","4,136,498","0.12K","0.84%"
"Jul 18, 2020","4,136,498","4,072,000","4,136,498","4,072,000","0.15K","1.58%"
"Jul 17, 2020","4,071,999","4,161,000","4,161,000","4,071,999","0.19K","-2.14%"
"Jul 16, 2020","4,161,000","4,189,399","4,189,399","4,161,000","0.18K","-0.68%"
"Jul 15, 2020","4,189,399","4,210,000","4,211,699","4,189,399","0.19K","-0.49%"
"Jul 14, 2020","4,210,000","4,206,506","4,210,000","4,190,002","0.18K","0.08%"
"Jul 13, 2020","4,206,506","4,210,000","4,226,199","4,206,506","0.17K","-0.08%"
"Jul 12, 2020","4,210,000","4,160,000","4,210,000","4,160,000","0.11K","1.20%"
"Jul 11, 2020","4,160,000","4,150,000","4,160,000","4,150,000","0.14K","0.24%"
"Jul 10, 2020","4,150,000","4,149,997","4,150,000","4,149,997","0.17K","0.00%"
"Jul 09, 2020","4,149,997","4,209,499","4,209,499","4,149,997","0.21K","-1.41%"
"Jul 08, 2020","4,209,499","4,129,598","4,209,499","4,129,598","0.24K","1.93%"
"Jul 07, 2020","4,129,598","4,150,000","4,150,000","4,129,598","0.19K","-0.49%"
"Jul 06, 2020","4,150,000","4,064,999","4,150,000","4,064,999","0.22K","2.09%"
"Jul 05, 2020","4,064,999","4,070,000","4,070,001","4,055,005","0.09K","-0.12%"
"Jul 04, 2020","4,070,000","4,045,221","4,075,000","4,022,000","0.13K","0.61%"
"Jul 03, 2020","4,045,221","4,074,396","4,079,999","4,035,000","0.18K","-0.72%"
"Jul 02, 2020","4,074,396","4,103,988","4,125,022","4,011,607","0.19K","-0.72%"
"Jul 01, 2020","4,103,988","4,091,899","4,120,000","4,085,000","0.18K","0.30%"
"Jun 30, 2020","4,091,899","4,101,026","4,119,990","4,080,003","0.15K","-0.22%"
"Jun 29, 2020","4,101,026","4,074,999","4,112,001","4,053,210","0.13K","0.64%"
"Jun 28, 2020","4,074,999","4,019,000","4,099,999","4,000,000","0.09K","1.39%"
"Jun 27, 2020","4,019,000","4,050,001","4,079,999","4,000,000","0.12K","-0.77%"
"Jun 26, 2020","4,050,001","4,112,005","4,120,001","4,031,000","0.15K","-1.51%"
"Jun 25, 2020","4,112,005","4,148,001","4,151,000","4,100,001","0.15K","-0.87%"
"Jun 24, 2020","4,148,001","4,263,881","4,297,000","4,130,001","0.17K","-2.72%"
"Jun 23, 2020","4,263,881","4,269,999","4,298,000","4,240,000","0.22K","-0.14%"
"Jun 22, 2020","4,269,999","4,140,030","4,280,000","4,140,030","0.18K","3.14%"
"Jun 21, 2020","4,140,030","4,127,800","4,170,500","4,127,799","0.09K","0.30%"
"Jun 20, 2020","4,127,800","4,103,002","4,127,800","4,081,000","0.12K","0.60%"
"Jun 19, 2020","4,103,002","4,153,090","4,158,656","4,100,004","0.15K","-1.21%"
"Jun 18, 2020","4,153,090","4,170,655","4,194,900","4,150,001","0.14K","-0.42%"
"Jun 17, 2020","4,170,655","4,189,999","4,210,000","4,125,001","0.17K","-0.46%"
"Jun 16, 2020","4,189,999","4,120,002","4,215,001","4,120,000","0.17K","1.70%"
"Jun 15, 2020","4,120,002","4,115,501","4,150,000","3,980,000","0.16K","0.11%"
"Jun 14, 2020","4,115,501","4,114,000","4,134,999","4,110,001","0.09K","0.04%"
"Jun 13, 2020","4,114,000","4,103,001","4,125,000","4,103,000","0.09K","0.27%"
"Jun 12, 2020","4,103,001","4,101,000","4,180,000","4,100,998","0.14K","0.05%"
"Jun 11, 2020","4,101,000","4,298,998","4,315,000","4,080,000","0.18K","-4.61%"
"Jun 10, 2020","4,298,998","4,250,201","4,309,999","4,250,000","0.18K","1.15%"
"Jun 09, 2020","4,250,201","4,238,000","4,260,000","4,220,389","0.16K","0.29%"
"Jun 08, 2020","4,237,999","4,220,000","4,245,000","4,200,999","0.14K","0.43%"
"Jun 07, 2020","4,220,000","4,160,000","4,220,001","4,130,021","0.11K","1.44%"
"Jun 06, 2020","4,160,000","4,144,999","4,185,000","4,130,000","0.10K","0.36%"
"Jun 05, 2020","4,144,999","4,214,999","4,230,003","4,140,122","0.13K","-1.66%"
"Jun 04, 2020","4,214,999","4,150,010","4,250,001","4,130,000","0.21K","1.57%"
"Jun 03, 2020","4,150,010","4,080,300","4,160,000","4,069,998","0.13K","1.71%"
"Jun 02, 2020","4,080,300","4,201,000","4,310,000","4,067,000","0.25K","-2.87%"
"Jun 01, 2020","4,201,000","4,099,700","4,285,000","4,093,780","0.19K","2.47%"
"May 31, 2020","4,099,700","4,126,600","4,130,000","4,072,522","0.10K","-0.65%"
"May 30, 2020","4,126,600","4,061,039","4,139,900","4,000,000","0.11K","1.61%"
"May 29, 2020","4,061,039","4,173,003","4,200,000","4,055,510","0.15K","-2.68%"
"May 28, 2020","4,173,003","4,026,500","4,180,000","4,026,499","0.16K","3.64%"
"May 27, 2020","4,026,500","3,891,906","4,072,808","3,863,000","0.19K","3.46%"
"May 26, 2020","3,891,906","3,909,999","3,968,502","3,860,101","0.12K","-0.46%"
"May 25, 2020","3,909,999","3,851,001","3,920,000","3,820,000","0.11K","1.53%"
"May 24, 2020","3,851,001","3,984,000","4,018,000","3,851,000","0.11K","-3.34%"
"May 23, 2020","3,984,000","3,999,999","4,069,500","3,900,009","0.12K","-0.40%"
"May 22, 2020","3,999,999","3,985,021","4,090,555","3,940,001","0.14K","0.38%"
"May 21, 2020","3,985,021","4,220,001","4,229,999","3,802,006","0.21K","-5.57%"
"May 20, 2020","4,220,001","4,273,700","4,308,001","4,220,000","0.16K","-1.26%"
"May 19, 2020","4,273,700","4,249,999","4,325,000","4,218,008","0.15K","0.56%"
"May 18, 2020","4,249,999","4,209,900","4,286,001","4,199,999","0.15K","0.95%"
"May 17, 2020","4,209,900","4,078,999","4,290,000","4,059,000","0.15K","3.21%"
"May 16, 2020","4,078,999","3,940,408","4,100,000","3,940,408","0.12K","3.52%"
"May 15, 2020","3,940,408","4,160,002","4,169,900","3,872,000","0.18K","-5.28%"
"May 14, 2020","4,160,002","4,079,999","4,265,000","4,066,999","0.21K","1.96%"
"May 13, 2020","4,079,999","3,861,500","4,120,000","3,861,500","0.19K","5.66%"
"May 12, 2020","3,861,500","3,748,900","3,949,950","3,730,320","0.15K","3.00%"
"May 11, 2020","3,748,900","3,769,495","4,061,334","3,650,960","0.20K","-0.55%"
"May 10, 2020","3,769,495","4,061,001","4,061,001","3,560,400","0.20K","-7.18%"
"May 09, 2020","4,061,001","4,114,000","4,175,000","4,000,000","0.15K","-1.29%"
"May 08, 2020","4,114,000","4,160,001","4,239,997","4,103,500","0.17K","-1.11%"
"May 07, 2020","4,160,001","3,840,000","4,180,000","3,800,000","0.28K","8.33%"
"May 06, 2020","3,840,000","3,748,990","3,950,000","3,736,999","0.23K","2.54%"
"May 05, 2020","3,745,000","3,633,504","3,750,100","3,633,333","0.15K","3.07%"
"May 04, 2020","3,633,504","3,560,000","3,660,000","3,400,000","0.16K","2.06%"
"May 03, 2020","3,560,000","3,540,303","3,619,998","3,526,099","0.09K","0.56%"
"May 02, 2020","3,540,303","3,491,900","3,568,000","3,479,999","0.10K","1.39%"
"May 01, 2020","3,491,900","3,240,999","3,645,100","3,212,000","0.18K","7.74%"
"Apr 30, 2020","3,240,999","3,779,699","3,900,050","3,021,600","0.31K","-13.93%"
"Apr 29, 2020","3,765,500","3,533,999","3,997,000","3,533,999","0.36K","6.55%"
"Apr 28, 2020","3,534,000","3,451,444","3,550,000","3,438,499","0.15K","2.39%"
"Apr 27, 2020","3,451,444","3,292,986","3,799,000","3,292,986","0.20K","4.81%"
"Apr 26, 2020","3,292,986","3,210,001","3,299,998","3,206,038","0.10K","2.59%"
"Apr 25, 2020","3,210,001","3,167,803","3,260,000","3,156,100","0.11K","1.33%"
"Apr 24, 2020","3,167,803","3,062,100","3,302,650","3,062,100","0.17K","3.45%"
"Apr 23, 2020","3,062,100","2,961,698","3,198,239","2,949,999","0.22K","3.39%"
"Apr 22, 2020","2,961,698","2,838,888","2,970,000","2,827,110","0.13K","4.33%"
"Apr 21, 2020","2,838,889","2,788,000","2,865,000","2,780,160","0.11K","1.83%"
"Apr 20, 2020","2,788,000","2,870,002","2,880,000","2,760,099","0.13K","-2.86%"
"Apr 19, 2020","2,870,001","2,879,000","2,879,999","2,850,000","0.06K","-0.31%"
"Apr 18, 2020","2,878,999","2,822,249","2,890,000","2,801,299","0.09K","2.01%"
"Apr 17, 2020","2,822,250","2,796,999","2,837,555","2,786,669","0.12K","0.90%"
"Apr 16, 2020","2,797,000","2,660,004","2,827,000","2,611,688","0.18K","5.15%"
"Apr 15, 2020","2,660,004","2,760,042","2,775,000","2,660,001","0.10K","-3.62%"
"Apr 14, 2020","2,760,043","2,779,897","2,793,440","2,745,999","0.09K","-0.71%"
"Apr 13, 2020","2,779,897","2,801,000","2,895,000","2,720,000","0.13K","-0.75%"
"Apr 12, 2020","2,801,000","2,756,011","2,860,000","2,712,666","0.07K","1.63%"
"Apr 11, 2020","2,756,010","2,754,999","2,800,000","2,700,001","0.08K","0.04%"
"Apr 10, 2020","2,755,000","2,958,754","2,958,754","2,720,000","0.13K","-6.84%"
"Apr 09, 2020","2,957,286","2,970,000","2,990,000","2,950,000","0.09K","-0.43%"
"Apr 08, 2020","2,969,999","2,908,891","2,979,999","2,908,890","0.10K","2.10%"
"Apr 07, 2020","2,908,891","2,913,221","3,000,000","2,875,000","0.14K","-0.15%"
"Apr 06, 2020","2,913,221","2,692,000","2,919,999","2,691,999","0.15K","8.22%"
"Apr 05, 2020","2,691,999","2,703,500","2,719,599","2,669,017","0.06K","-0.43%"
"Apr 04, 2020","2,703,499","2,669,998","2,740,000","2,650,001","0.08K","1.25%"
"Apr 03, 2020","2,669,998","2,640,001","2,750,000","2,633,863","0.13K","1.14%"
"Apr 02, 2020","2,640,001","2,635,006","2,758,000","2,621,909","0.15K","0.19%"
"Apr 01, 2020","2,635,006","2,640,000","2,654,800","2,510,009","0.11K","-0.19%"
"Mar 31, 2020","2,639,999","2,655,501","2,685,000","2,621,899","0.08K","-0.58%"
"Mar 30, 2020","2,655,501","2,490,410","2,690,000","2,470,793","0.11K","6.63%"
"Mar 29, 2020","2,490,501","2,600,599","2,615,899","2,479,000","0.06K","-4.23%"
"Mar 28, 2020","2,600,599","2,711,000","2,730,099","2,550,000","0.09K","-4.07%"
"Mar 27, 2020","2,711,000","2,724,998","2,750,000","2,711,000","0.10K","-0.51%"
"Mar 26, 2020","2,724,998","2,695,399","2,732,085","2,676,005","0.10K","1.10%"
"Mar 25, 2020","2,695,400","2,700,000","2,799,701","2,640,000","0.12K","-0.17%"
"Mar 24, 2020","2,700,000","2,605,066","2,760,900","2,605,036","0.14K","3.64%"
"Mar 23, 2020","2,605,066","2,469,999","2,650,000","2,430,011","0.15K","4.20%"
"Mar 22, 2020","2,499,990","2,470,000","2,595,000","2,426,901","0.08K","1.50%"
"Mar 21, 2020","2,463,051","2,435,799","2,550,000","2,360,900","0.10K","1.12%"
"Mar 20, 2020","2,435,799","2,445,501","2,749,800","2,250,201","0.20K","-0.40%"
"Mar 19, 2020","2,445,501","2,077,909","2,500,000","2,060,001","0.20K","17.69%"
"Mar 18, 2020","2,077,909","2,089,221","2,114,500","2,025,002","0.12K","-0.54%"
"Mar 17, 2020","2,089,221","1,979,999","2,140,000","1,962,997","0.16K","5.52%"
"Mar 16, 2020","1,979,999","2,088,999","2,105,000","1,850,033","0.17K","-5.22%"
"Mar 15, 2020","2,088,999","2,025,000","2,280,001","2,002,202","0.09K","3.16%"
"Mar 14, 2020","2,025,000","2,120,310","2,175,000","1,990,999","0.11K","-4.50%"
"Mar 13, 2020","2,120,310","2,001,713","2,400,000","1,556,600","0.24K","5.92%"
"Mar 12, 2020","2,001,713","3,002,900","3,002,900","2,000,000","0.19K","-33.34%"
"Mar 11, 2020","3,002,900","2,928,910","3,019,990","2,920,838","0.07K","2.53%"
"Mar 10, 2020","2,928,910","2,891,499","3,180,555","2,891,499","0.09K","1.29%"
"Mar 09, 2020","2,891,499","3,019,997","3,147,500","2,810,000","0.10K","-4.25%"
"Mar 08, 2020","3,019,997","3,232,976","3,232,976","3,005,001","0.05K","-6.59%"
"Mar 07, 2020","3,232,976","3,290,007","3,300,000","3,210,000","0.04K","-1.73%"
"Mar 06, 2020","3,290,007","3,265,500","3,300,000","3,257,999","0.07K","0.75%"
"Mar 05, 2020","3,265,500","3,152,991","3,294,110","3,152,991","0.09K","3.57%"
"Mar 04, 2020","3,152,991","3,160,007","3,176,000","3,130,000","0.07K","-0.22%"
"Mar 03, 2020","3,160,007","3,204,709","3,220,945","3,080,198","0.07K","-1.39%"
"Mar 02, 2020","3,204,709","3,081,308","3,290,000","3,081,179","0.08K","4.00%"
"Mar 01, 2020","3,081,309","3,065,003","3,159,500","3,010,000","0.04K","0.53%"
"Feb 29, 2020","3,065,003","3,100,511","3,160,328","3,065,003","0.05K","-1.15%"
"Feb 28, 2020","3,100,510","3,177,299","3,210,000","3,006,682","0.08K","-2.42%"
"Feb 27, 2020","3,177,299","3,200,000","3,260,000","3,121,875","0.08K","-0.71%"
"Feb 26, 2020","3,200,000","3,420,800","3,420,800","3,122,000","0.11K","-6.45%"
"Feb 25, 2020","3,420,800","3,499,995","3,506,963","3,400,000","0.06K","-2.26%"
"Feb 24, 2020","3,499,996","3,569,999","3,570,000","3,460,001","0.07K","-1.96%"
"Feb 23, 2020","3,570,000","3,473,600","3,570,000","3,473,599","0.04K","2.78%"
"Feb 22, 2020","3,473,599","3,478,136","3,520,000","3,450,000","0.04K","-0.13%"
"Feb 21, 2020","3,478,135","3,497,298","3,541,232","3,478,135","0.05K","-0.55%"
"Feb 20, 2020","3,497,298","3,587,989","3,588,000","3,451,000","0.06K","-2.53%"
"Feb 19, 2020","3,587,990","3,650,000","3,674,000","3,480,000","0.08K","-1.70%"
"Feb 18, 2020","3,650,001","3,509,240","3,682,990","3,487,610","0.07K","4.01%"
"Feb 17, 2020","3,509,240","3,586,001","3,597,000","3,426,200","0.06K","-2.14%"
"Feb 16, 2020","3,586,001","3,565,806","3,659,999","3,403,006","0.05K","0.57%"
"Feb 15, 2020","3,565,806","3,696,799","3,744,990","3,550,001","0.05K","-3.54%"
"Feb 14, 2020","3,696,798","3,688,200","3,725,838","3,675,992","0.05K","0.23%"
"Feb 13, 2020","3,688,200","3,719,308","3,799,999","3,650,094","0.08K","-0.84%"
"Feb 12, 2020","3,719,308","3,650,000","3,749,999","3,650,000","0.08K","1.90%"
"Feb 11, 2020","3,650,001","3,543,000","3,700,000","3,502,011","0.08K","3.02%"
"Feb 10, 2020","3,543,000","3,616,003","3,647,001","3,501,999","0.07K","-2.02%"
"Feb 09, 2020","3,616,003","3,532,999","3,650,000","3,532,999","0.05K","2.35%"
"Feb 08, 2020","3,532,999","3,503,010","3,533,000","3,491,454","0.03K","0.86%"
"Feb 07, 2020","3,503,010","3,454,600","3,599,999","3,454,599","0.08K","1.40%"
"Feb 06, 2020","3,454,600","3,412,994","3,493,000","3,360,958","0.07K","1.22%"
"Feb 05, 2020","3,412,994","3,292,300","3,448,000","3,282,999","0.09K","3.67%"
"Feb 04, 2020","3,292,300","3,317,607","3,329,999","3,280,000","0.07K","-0.76%"
"Feb 03, 2020","3,317,607","3,325,301","3,339,999","3,300,001","0.07K","-0.23%"
"Feb 02, 2020","3,325,301","3,325,897","3,340,000","3,285,010","0.03K","-0.02%"
"Feb 01, 2020","3,325,897","3,311,999","3,330,000","3,271,161","0.04K","0.42%"
"Jan 31, 2020","3,312,000","3,360,650","3,370,389","3,270,649","0.07K","-1.45%"
"Jan 30, 2020","3,360,649","3,301,199","3,399,500","3,267,000","0.07K","1.80%"
"Jan 29, 2020","3,301,199","3,294,000","3,350,000","3,222,174","0.08K","0.22%"
"Jan 28, 2020","3,293,999","3,134,801","3,297,819","3,134,801","0.10K","5.11%"
"Jan 27, 2020","3,133,800","2,999,999","3,169,099","2,999,999","0.09K","4.46%"
"Jan 26, 2020","3,000,000","2,950,000","3,000,000","2,910,000","0.03K","1.69%"
"Jan 25, 2020","2,950,000","2,993,001","2,999,701","2,950,000","0.03K","-1.44%"
"Jan 24, 2020","2,993,001","3,000,000","3,050,000","2,951,029","0.06K","-0.23%"
"Jan 23, 2020","3,000,000","3,120,060","3,123,006","2,968,000","0.07K","-3.85%"
"Jan 22, 2020","3,120,060","3,125,000","3,150,000","3,100,011","0.06K","-0.16%"
"Jan 21, 2020","3,124,999","3,085,176","3,169,999","3,080,000","0.05K","1.29%"
"Jan 20, 2020","3,085,176","3,090,258","3,119,000","3,072,029","0.05K","-0.16%"
"Jan 19, 2020","3,090,259","3,165,898","3,210,000","3,055,009","0.06K","-2.39%"
"Jan 18, 2020","3,165,898","3,172,122","3,184,897","3,160,400","0.03K","-0.20%"
"Jan 17, 2020","3,172,122","3,145,378","3,210,000","3,145,378","0.06K","0.85%"
"Jan 16, 2020","3,145,378","3,196,898","3,196,898","3,145,000","0.06K","-1.61%"
"Jan 15, 2020","3,196,898","3,172,800","3,210,000","3,124,759","0.08K","0.76%"
"Jan 14, 2020","3,172,800","2,930,005","3,189,000","2,930,005","0.13K","8.29%"
"Jan 13, 2020","2,930,005","2,920,000","2,939,999","2,910,000","0.06K","0.34%"
"Jan 12, 2020","2,919,999","2,898,001","2,920,000","2,885,500","0.03K","0.76%"
"Jan 11, 2020","2,898,000","2,902,001","2,999,000","2,879,000","0.05K","0.31%"
"Jan 10, 2020","2,889,000","2,809,798","2,920,000","2,775,000","0.07K","2.82%"
"Jan 09, 2020","2,809,799","2,890,898","2,890,900","2,776,525","0.08K","-2.81%"
"Jan 08, 2020","2,890,898","2,915,999","3,095,000","2,812,000","0.11K","-0.86%"
"Jan 07, 2020","2,915,999","2,773,998","2,924,000","2,773,997","0.08K","5.12%"
"Jan 06, 2020","2,773,997","2,628,600","2,775,000","2,628,599","0.09K","5.57%"
"Jan 05, 2020","2,627,661","2,615,299","2,660,000","2,615,299","0.04K","0.47%"
"Jan 04, 2020","2,615,300","2,608,002","2,636,898","2,595,010","0.04K","0.06%"
"Jan 03, 2020","2,613,789","2,507,500","2,640,000","2,450,000","0.09K","4.24%"
"Jan 02, 2020","2,507,499","2,581,003","2,594,999","2,500,000","0.07K","-2.85%"
"Jan 01, 2020","2,581,003","2,572,999","2,598,045","2,560,000","0.03K","0.31%"
"Dec 31, 2019","2,572,999","2,610,001","2,620,000","2,520,000","0.05K","-1.42%"
"Dec 30, 2019","2,610,000","2,645,010","2,650,000","2,602,779","0.06K","-1.32%"
"Dec 29, 2019","2,645,010","2,620,201","2,670,000","2,620,200","0.02K","0.95%"
"Dec 28, 2019","2,620,200","2,599,000","2,640,500","2,599,000","0.03K","0.82%"
"Dec 27, 2019","2,599,001","2,600,001","2,610,000","2,582,000","0.05K","-0.04%"
"Dec 26, 2019","2,600,000","2,600,000","2,666,000","2,585,440","0.04K","0.00%"
"Dec 25, 2019","2,600,001","2,608,082","2,628,800","2,584,100","0.03K","-0.31%"
"Dec 24, 2019","2,608,082","2,639,999","2,672,000","2,601,509","0.06K","-1.21%"
"Dec 23, 2019","2,639,998","2,675,988","2,750,000","2,630,360","0.09K","-1.34%"
"Dec 22, 2019","2,675,989","2,572,015","2,680,000","2,572,015","0.05K","4.04%"
"Dec 21, 2019","2,572,014","2,590,499","2,591,999","2,571,002","0.03K","-0.71%"
"Dec 20, 2019","2,590,499","2,579,000","2,600,000","2,566,669","0.07K","0.45%"
"Dec 19, 2019","2,579,001","2,599,900","2,599,900","2,532,509","0.09K","-0.80%"
"Dec 18, 2019","2,599,899","2,390,159","2,607,600","2,312,000","0.09K","8.78%"
"Dec 17, 2019","2,390,159","2,498,196","2,510,000","2,352,109","0.07K","-3.85%"
"Dec 16, 2019","2,485,775","2,562,997","2,576,000","2,451,029","0.08K","-3.01%"
"Dec 15, 2019","2,562,996","2,552,000","2,596,000","2,535,992","0.03K","0.43%"
"Dec 14, 2019","2,552,001","2,596,456","2,609,999","2,520,000","0.03K","-1.71%"
"Dec 13, 2019","2,596,455","2,583,999","2,635,000","2,580,000","0.06K","0.33%"
"Dec 12, 2019","2,588,000","2,595,482","2,629,000","2,575,099","0.06K","-0.20%"
"Dec 11, 2019","2,593,139","2,606,814","2,650,000","2,592,999","0.06K","-0.52%"
"Dec 10, 2019","2,606,814","2,631,999","2,656,000","2,600,000","0.05K","-0.96%"
"Dec 09, 2019","2,631,999","2,698,527","2,720,000","2,625,000","0.07K","-2.12%"
"Dec 08, 2019","2,688,999","2,688,699","2,795,000","2,662,442","0.04K","0.01%"
"Dec 07, 2019","2,688,700","2,670,000","2,699,000","2,657,989","0.03K","0.70%"
"Dec 06, 2019","2,669,999","2,648,215","2,699,000","2,644,499","0.07K","0.82%"
